"id","user_id","device_id","device_type","os","game_type","player_sex","player_province","player_city","timestamp","sceneId","ext","created_at","updated_at"
"00a0155089179e89dbf2d8a2c1905ed3","i3100129ddd5be03cc9f1216608546f79c7",,"{""brand"":""iPhone"",""model"":""iPhone X (GSM+CDMA)<iPhone10,3>""}","iOS 12.4.1","2",,,,"1574340829","1095",,"2019-11-21 20:53:49","2019-11-21 20:53:49"
"00a7d1245f12cf05a7b91002882bac58","i3100002d6692909d189462e3dbf1a43c83",,"{""brand"":""iPhone"",""model"":""iPhone 6<iPhone7,2>""}","iOS 9.1","2",,,,"1574250961","1089",,"2019-11-20 19:56:01","2019-11-20 19:56:01"
"00b2432c069a79e8569f7d990781a560","i3100002d93ffec8e7b5554428b6da80ec2",,"{""brand"":""iPhone"",""model"":""iPhone 7 Plus<iPhone9,2>""}","iOS 12.3.1","2",,,,"1574245313","1089",,"2019-11-20 18:21:53","2019-11-20 18:21:53"
"00b8c303d0232c8e0a8b87516b8cd571","i3100129d08e93c06212b41ae034855350c",,"{""brand"":""iPhone"",""model"":""iPhone X (GSM)<iPhone10,6>""}","iOS 11.3","2",,,,"1574246917","1095",,"2019-11-20 18:48:37","2019-11-20 18:48:38"
"00c723e625447007b658a3fd822f1892","i3100129df82d799b7149809404d0827eba",,"{""brand"":""iPhone"",""model"":""iPhone X (GSM)<iPhone10,6>""}","iOS 12.4","2",,,,"1574232311","1095",,"2019-11-20 14:45:11","2019-11-20 14:45:11"
"00d7d657818bd3f2b081d3a9ec4d9470","i3100002de877f6053abf719b5872b96ce9",,"{""brand"":""iPhone"",""model"":""iPad Mini 2G (WiFi)<iPad4,4>""}","iOS 10.0.2","2",,,,"1574338104","1089",,"2019-11-21 20:08:24","2019-11-21 20:08:24"
"00d8e3b81de944960ef7a40f71c96d5c","i3100129d415e0646810fb753d1ae7a17fd",,"{""brand"":""iPhone"",""model"":""iPhone 6s<iPhone8,1>""}","iOS 13.0","2",,,,"1574345099","1095",,"2019-11-21 22:04:59","2019-11-21 22:05:00"
"00da14b5e493b9157e4576d38098d5e3","i3100129d0abdac4af3786e616833f0b8a2",,"{""brand"":""iPhone"",""model"":""iPhone 6s Plus<iPhone8,2>""}","iOS 13.1.3","2",,,,"1574257124","1095",,"2019-11-20 21:38:44","2019-11-20 21:38:44"
"00e2b2b02beb133c700ac983b6c1e8a2","i3100129dbbebea9ad5f2163ec59a20e698",,"{""brand"":""iPhone"",""model"":""iPhone 6<iPhone7,2>""}","iOS 12.4.2","2",,,,"1574245275","1095",,"2019-11-20 18:21:15","2019-11-20 18:21:15"
"00e38e728fc813a4bfbe8ae34d9f686d","i3100129d5422daf44d1809f5efc04f16a4",,"{""brand"":""iPhone"",""model"":""iPhone 6s Plus<iPhone8,2>""}","iOS 12.3.1","2",,,,"1574243872","1095",,"2019-11-20 17:57:52","2019-11-20 17:57:52"
"00f2a9d7763c9845dcdd49e7dcb0c746","i3100129da72acad0193e9d8635813897fe",,"{""brand"":""iPhone"",""model"":""iPhone 7 Plus<iPhone9,2>""}","iOS 12.4","2",,,,"1574318484","1095",,"2019-11-21 14:41:24","2019-11-21 14:41:24"
"00f78b0a45a219142813c90eecf1a0c1","i3100129d6d93561b748f355b0ff90f433b",,"{""brand"":""iPhone"",""model"":""iPhone 8 (GSM+CDMA)<iPhone10,1>""}","iOS 12.2","2",,,,"1574345696","1095",,"2019-11-21 22:14:56","2019-11-21 22:14:56"
"010abc5e001d85cda9d3db3554b7edf0","i3100129d330ff8b915685510ede856e564",,"{""brand"":""iPhone"",""model"":""iPhone 6s Plus<iPhone8,2>""}","iOS 11.4","2",,,,"1574335096","1095",,"2019-11-21 19:18:16","2019-11-21 19:18:17"
"0141fb87c45b7fe46fdf52f6200c1b79","i3100129dc098074251f4a6dd92681f6fb3",,"{""brand"":""iPhone"",""model"":""iPhone 6s Plus<iPhone8,2>""}","iOS 13.1.3","2",,,,"1574347743","1095",,"2019-11-21 22:49:03","2019-11-21 22:49:03"
"01571a0b8ef24af254367b3e05ae23fd","i3100135dfac439da0e0edd4536d5343646",,"{""brand"":""OPPO"",""model"":""OPPO A73t""}","Android 7.1.1","2",,,,"1574402515","1095",,"2019-11-22 14:01:55","2019-11-22 14:01:55"
"015aeed5efd6de31e554386fc58c9010","i3100135d70a33eba0df269dc4aeaae8242",,"{""brand"":""vivo"",""model"":""vivo X21i A""}","Android 9","2",,,,"1574396745","1095",,"2019-11-22 12:25:45","2019-11-22 12:25:46"
"0166aa1129feb07181c2c600d585e3dd","i3100135d65feb2aa61110b9670e112d401",,"{""brand"":""OPPO"",""model"":""OPPO A57t""}","Android 6.0.1","2",,,,"1574395882","1095",,"2019-11-22 12:11:22","2019-11-22 12:11:22"
"01675c48e32bbe81809cf2853967ddfb","i3100129d4645c94bd090c36feff4163840",,"{""brand"":""iPhone"",""model"":""iPhone XS Max China-exclusive<iPhone11,6>""}","iOS 13.1.3","2",,,,"1574389959","1095",,"2019-11-22 10:32:39","2019-11-22 10:32:39"
"0171a0f8f587a698e4b937c0bf727146","i3100129de06ffb49ff7fc7cfc57d7f6f42",,"{""brand"":""iPhone"",""model"":""iPhone 6s<iPhone8,1>""}","iOS 11.2.1","2",,,,"1574222486","1095",,"2019-11-20 12:01:26","2019-11-20 12:01:27"
"01858536f63daca67e88247b578e995c","i3100002d95ecad362d710e20073f9fc8d6",,"{""brand"":""iPhone"",""model"":""unknown<iPhone12,1>""}","iOS 13.1.2","2",,,,"1574238452","1055",,"2019-11-20 16:27:32","2019-11-20 16:27:32"
"018b18b098c3817b59db647e453de981","i3100129dfe2a6c9c41c41707169214e386",,"{""brand"":""iPhone"",""model"":""unknown<iPad5,1>""}","iOS 12.4.1","2",,,,"1574338140","1095",,"2019-11-21 20:09:00","2019-11-21 20:09:00"
"019ba672c2573aedbe4efa3472dfd880","i3100002d6912cc23b1da1740a603d0c9be",,"{""brand"":""HUAWEI"",""model"":""EML-AL00""}","Android 9","2",,,,"1574307180","1037",,"2019-11-21 11:33:00","2019-11-21 11:33:00"
"019eec4ad1a9fce1c4dcee320511e258","i3100129dd8f21f6bded8609bd63413e6df",,"{""brand"":""iPhone"",""model"":""iPhone 6 Plus<iPhone7,1>""}","iOS 12.2","2",,,,"1574320916","1095",,"2019-11-21 15:21:56","2019-11-21 15:21:56"
"01aafbe2af214614f22734e834dd05b1","i3100129d91d5e8e99bd5141e2c274b1abc",,"{""brand"":""iPhone"",""model"":""unknown<iPad6,11>""}","iOS 12.3.1","2",,,,"1574216206","1095",,"2019-11-20 10:16:46","2019-11-20 10:16:46"
"01adc64659539ad023a1bc7dc43c5d45","i3100002d189ff2ac80811dc78bf099c64b",,"{""brand"":""HUAWEI"",""model"":""VIE-AL10""}","Android 8.0.0","2",,,,"1574397885","1007",,"2019-11-22 12:44:45","2019-11-22 12:44:45"
"01c648304f90bf085e358d560ed6916e","i3100129d4ec01849c85a47d1e1b6d03407",,"{""brand"":""iPhone"",""model"":""iPhone 7 Plus<iPhone9,2>""}","iOS 12.4.1","2",,,,"1574340065","1095",,"2019-11-21 20:41:05","2019-11-21 20:41:05"
"01c65c9da0d9e1623d2d19b1b165815f","i3100129d5942fcc77250953655ee42de2e",,"{""brand"":""iPhone"",""model"":""iPhone 6s<iPhone8,1>""}","iOS 12.4.1","2",,,,"1574342536","1095",,"2019-11-21 21:22:16","2019-11-21 21:22:17"
"01ca0a426a8fb8a2c135e68f82f8cd57","i3100129d3797b467b278f5a4b4aebd9f70",,"{""brand"":""iPhone"",""model"":""iPhone 6s Plus<iPhone8,2>""}","iOS 13.1.3","2",,,,"1574344521","1095",,"2019-11-21 21:55:21","2019-11-21 21:55:21"
"01e87b3a57011ac7cbc5c3debb02fd84","i3100002dda3ad5ce039d85da4ad81dee61",,"{""brand"":""vivo"",""model"":""vivo Y85""}","Android 8.1.0","2",,,,"1574298644","1001",,"2019-11-21 09:10:44","2019-11-21 09:10:44"
"01eb80f5c756f3da01df675242e37249","i3100129d2823956f3bb56f6109ac74b17a",,"{""brand"":""iPhone"",""model"":""iPhone 6s<iPhone8,1>""}","iOS 13.1.2","2",,,,"1574255750","1095",,"2019-11-20 21:15:50","2019-11-20 21:15:50"
"01fc26bc3c18b3f2513b1a89b5a1c3ed","i3100129dded8d404b57b641fac1073063d",,"{""brand"":"""",""model"":""""}",,"2",,,,"1574341672","1095",,"2019-11-21 21:07:53","2019-11-21 21:07:53"
"020bdb047a4c116292a408fab97c18c3","i3100135df034b256b3260432a4cb3607e8",,"{""brand"":""vivo"",""model"":""vivo Y66""}","Android 6.0.1","2",,,,"1574397285","1095",,"2019-11-22 12:34:45","2019-11-22 12:34:45"
"023778403d369556d56e48cdb36adfa7","i3100129d59d3edf62c71aa7a4a6dd4d8f2",,"{""brand"":""iPhone"",""model"":""iPhone X (GSM+CDMA)<iPhone10,3>""}","iOS 13.1.3","2",,,,"1574312571","1095",,"2019-11-21 13:02:51","2019-11-21 13:02:51"
"0247974c44b1f70a26b9bbab4898cfd9","i3100129db05dbb9574edfb28f0794943c9",,"{""brand"":""iPhone"",""model"":""iPhone 6s<iPhone8,1>""}","iOS 13.1.2","2",,,,"1574239780","1095",,"2019-11-20 16:49:40","2019-11-20 16:49:40"
"024a76596e54a3820f1d60891082827c","i3100129d6c16d9e9e8c6a8a0a46ea9ff7e",,"{""brand"":""iPhone"",""model"":""iPhone 8 (GSM+CDMA)<iPhone10,1>""}","iOS 12.4.1","2",,,,"1574212797","1095",,"2019-11-20 09:19:57","2019-11-20 09:19:57"
"024db8ebd5a8b854e2894aa267fa3798","i3100129d7f5807d60f974a167a9f67ecdf",,"{""brand"":""iPhone"",""model"":""iPhone 8 (GSM+CDMA)<iPhone10,1>""}","iOS 12.4","2",,,,"1574339657","1095",,"2019-11-21 20:34:17","2019-11-21 20:34:18"
"0251f0d13100b6e7d18c3e01973d09a6","i3100129d9077438908f875605b5c5fcad5",,"{""brand"":""iPhone"",""model"":""unknown<iPad6,11>""}","iOS 12.3.1","2",,,,"1574242848","1095",,"2019-11-20 17:40:48","2019-11-20 17:40:49"
"0258ac2a7fbc9dec5af6568df60edcc7","i3100129d7322aae54ce34d39426d425d46",,"{""brand"":""iPhone"",""model"":""iPhone 8 Plus (GSM+CDMA)<iPhone10,2>""}","iOS 12.4.1","2",,,,"1574225653","1095",,"2019-11-20 12:54:13","2019-11-20 12:54:14"
"02591b21aa161578f90638803944cdfb","i3100135dbb6acc582a2f3481cbf2d92e9e",,"{""brand"":""HUAWEI"",""model"":""MHA-AL00""}","Android 9","2",,,,"1574397293","1095",,"2019-11-22 12:34:53","2019-11-22 12:34:54"
"0265a5cb080593494ca49a2547780b89","i3100002d763ddb2de80fd02ba6953326e0",,"{""brand"":""vivo"",""model"":""vivo Y75s""}","Android 8.1.0","2",,,,"1574397213","1001",,"2019-11-22 12:33:33","2019-11-22 12:33:33"
"027b5dd43bbe8acf5329ae9ed5069c35","i3100129da7fb849ff8f99c76d891a3dabe",,"{""brand"":""iPhone"",""model"":""iPhone X (GSM+CDMA)<iPhone10,3>""}","iOS 13.1.2","2",,,,"1574336628","1095",,"2019-11-21 19:43:48","2019-11-21 19:43:49"
"02c32ad66b99b71234c030319fcc0b8b","i3100129dd3063752381cc6b599b50b3166",,"{""brand"":""iPhone"",""model"":""iPhone 6s Plus<iPhone8,2>""}","iOS 12.3.1","2",,,,"1574331341","1095",,"2019-11-21 18:15:41","2019-11-21 18:15:41"
"02cf8732455ce1eec9b5349dce2ed6c5","i3100002dd26c3f242b1b71aac5a81a2207",,"{""brand"":""iPhone"",""model"":""iPhone XR<iPhone11,8>""}","iOS 13.1.3","2",,,,"1574332428","1089",,"2019-11-21 18:33:48","2019-11-21 18:33:48"
"02dc32b67dc44f5a70222610be9952af","i3100129d840112a7b7dcdd767a400d56cd",,"{""brand"":""iPhone"",""model"":""unknown<iPad7,3>""}","iOS 11.4.1","2",,,,"1574224909","1095",,"2019-11-20 12:41:49","2019-11-20 12:41:49"
"02e49759ecb16bccc283156e5e75cfc5","i3100129dbecb06f7fc49962af5b2b070a2",,"{""brand"":""iPhone"",""model"":""iPhone 8 Plus (GSM+CDMA)<iPhone10,2>""}","iOS 13.1.3","2",,,,"1574335151","1095",,"2019-11-21 19:19:11","2019-11-21 19:19:12"
"02ec4a49b91115a8af5f8810453c827e","i3100129dfe1252ead8833921845aad4684",,"{""brand"":"""",""model"":""""}",,"2",,,,"1574350011","1095",,"2019-11-21 23:26:51","2019-11-21 23:26:52"
"03072b583354aa7934a8419a7b948ad9","i3100129dd307bc7422a54ae2d64d91c8e3",,"{""brand"":""iPhone"",""model"":""iPhone 8 Plus (GSM+CDMA)<iPhone10,2>""}","iOS 13.1.3","2",,,,"1574312066","1095",,"2019-11-21 12:54:26","2019-11-21 12:54:26"
"031096bf57a78de0b04adcd39d940db6","i3100129d2ab1ab2db22d536c084343989b",,"{""brand"":""iPhone"",""model"":""iPhone XS Max China-exclusive<iPhone11,6>""}","iOS 13.0","2",,,,"1574258970","1095",,"2019-11-20 22:09:30","2019-11-20 22:09:31"
"031267f0a232f2e03b2e8c661037de60","i3100129dd48e478d4eadf6f8190c7033a0",,"{""brand"":""iPhone"",""model"":""iPhone XS Max China-exclusive<iPhone11,6>""}","iOS 13.1.2","2",,,,"1574343467","1095",,"2019-11-21 21:37:47","2019-11-21 21:37:48"
"0316413cc000d07397aab77c865b4a3e","i3100129dab62f6da5d68e430d97cb7443d",,"{""brand"":""iPhone"",""model"":""iPhone X (GSM+CDMA)<iPhone10,3>""}","iOS 13.1.3","2",,,,"1574216815","1095",,"2019-11-20 10:26:55","2019-11-20 10:26:55"
"0327ee443649a09617e1d026efeba246","i3100129d33b2bbef226243f1e917196a56",,"{""brand"":""iPhone"",""model"":""iPhone 7<iPhone9,1>""}","iOS 13.1.3","2",,,,"1574337971","1095",,"2019-11-21 20:06:11","2019-11-21 20:06:11"
"03322794d73bba6ff8191b18186af7c5","i3100129d7cfac42a0f1917e6245b661e6a",,"{""brand"":""iPhone"",""model"":""iPhone 7 Plus<iPhone9,2>""}","iOS 12.2","2",,,,"1574225121","1095",,"2019-11-20 12:45:21","2019-11-20 12:45:22"
"033a03cad6bf11cf967a121f8eb07e7c","i3100135d2fc584e7ba544164e18a9cf6a3",,"{""brand"":""HUAWEI"",""model"":""HUAWEI P8max""}","Android 6.0","2",,,,"1574398540","1095",,"2019-11-22 12:55:40","2019-11-22 12:55:41"
"033a371b6b2e23abf5609d7f01c7ec9d","i3100129d73fa66221b4ffb139d0d4dde43",,"{""brand"":""iPhone"",""model"":""iPhone 7 Plus<iPhone9,2>""}","iOS 12.4.1","2",,,,"1574321918","1095",,"2019-11-21 15:38:38","2019-11-21 15:38:38"
"0341eb2481e958fbad2dbfd46367d4b7","i3100129d3955e7ce3e8b4beff3c90ad26c",,"{""brand"":""iPhone"",""model"":""iPhone 7 Plus<iPhone9,2>""}","iOS 12.4.1","2",,,,"1574324208","1095",,"2019-11-21 16:16:48","2019-11-21 16:16:49"
"0344bcfc65df0e82e0b69430cefc6319","i3100002dc52792ca36e8ce039e1b640a62",,"{""brand"":""iPhone"",""model"":""iPhone 6<iPhone7,2>""}","iOS 11.4.1","2",,,,"1574390056","1001",,"2019-11-22 10:34:16","2019-11-22 10:34:16"
"035c50eb2781998c5fc73b54e0517a51","i3100002de1ba30ac4b71c7592f9e1bf3aa",,"{""brand"":""iPhone"",""model"":""iPhone 6s Plus<iPhone8,2>""}","iOS 13.1.3","2",,,,"1574249577","1089",,"2019-11-20 19:32:57","2019-11-20 19:32:57"
"0362c13fad146b47c880f88720f85c99","i3100129dba1793dbe8082ba669928432d1",,"{""brand"":""iPhone"",""model"":""iPhone 6s<iPhone8,1>""}","iOS 12.1.2","2",,,,"1574231322","1095",,"2019-11-20 14:28:42","2019-11-20 14:28:42"
"03728fff97692410fd8bfebe817cb1eb","i3100129da635ebc4d9e630bec22d2401c8",,"{""brand"":""HONOR"",""model"":""DUA-AL00""}","Android 8.1.0","2",,,,"1574411371","1008",,"2019-11-22 16:29:31","2019-11-22 16:29:31"
"038a1264c265aa5666e571a85d3c9cc4","i3100129d77fac57b5485f809e1382b63f6",,"{""brand"":""iPhone"",""model"":""iPhone 7<iPhone9,3>""}","iOS 13.1.2","2",,,,"1574244510","1089",,"2019-11-20 18:08:30","2019-11-20 18:08:30"
"0391d12d140f408a1a706fe701e9105a","i3100129d967632d536726f90626382fdaf",,"{""brand"":""iPhone"",""model"":""iPhone 6<iPhone7,2>""}","iOS 11.0.3","2",,,,"1574343689","1095",,"2019-11-21 21:41:29","2019-11-21 21:41:30"
"03922710c680813cdb0c0f9e6b91410e","i3100129d2942a42ac99734ae99526f8bdf",,"{""brand"":"""",""model"":""""}",,"2",,,,"1574238120","1095",,"2019-11-20 16:22:00","2019-11-20 16:22:01"
"0397bc71173bdead4da20905a2436b2b","i3100129df0f5dacc6bbe1890277d9ecbfb",,"{""brand"":""iPhone"",""model"":""iPhone 6s<iPhone8,1>""}","iOS 12.4.1","2",,,,"1574341109","1095",,"2019-11-21 20:58:29","2019-11-21 20:58:29"
"03a1d245bbcaeee3030d71af5287dad9","i3100129df1f5712aba74a19733a3bb0b23",,"{""brand"":""iPhone"",""model"":""iPhone 8 Plus (GSM+CDMA)<iPhone10,2>""}","iOS 11.1.2","2",,,,"1574237731","1095",,"2019-11-20 16:15:31","2019-11-20 16:15:31"
"03b820105b6ea0b3e801881d1e3306b8","i3100002d75579a7d06e9bc088ae9bb9a2f",,"{""brand"":""iPhone"",""model"":""iPhone XS Max China-exclusive<iPhone11,6>""}","iOS 12.4.1","2",,,,"1574330102","1089",,"2019-11-21 17:55:02","2019-11-21 17:55:02"
"03bfa86cd50043276aeff899419c7c2a","i3100002d50f150737a3f04e89908b128ce",,"{""brand"":""iPhone"",""model"":""iPhone X (GSM+CDMA)<iPhone10,3>""}","iOS 12.3.1","2",,,,"1574261142","1089",,"2019-11-20 22:45:42","2019-11-20 22:45:43"
"03cd2ebfd9ae3e8e37b6f0117828b441","i3100129dd615ee50de4c0ce34b08e8d636",,"{""brand"":""iPhone"",""model"":""iPhone 7 Plus<iPhone9,2>""}","iOS 12.0.1","2",,,,"1574243968","1095",,"2019-11-20 17:59:28","2019-11-20 17:59:29"
"03cdeb6489b24a90a42058e6b4d670ec","i3100129df301fb23331740c45e12061213",,"{""brand"":""iPhone"",""model"":""iPhone 5s (GSM+CDMA)<iPhone6,2>""}","iOS 12.4.3","2",,,,"1574337600","1095",,"2019-11-21 20:00:00","2019-11-21 20:00:00"
"03d2189ff1c916ba95cfe10e08316b59","i3100135db1d9bdc6f759686cb117cb7b5c",,"{""brand"":""xiaomi"",""model"":""Redmi 6""}","Android 9","2",,,,"1574398608","1095",,"2019-11-22 12:56:48","2019-11-22 12:56:49"
"03d29c4eefa573bff718990161825e96","i3100129decfb27744c6543ccc203d6e7d6",,"{""brand"":"""",""model"":""""}",,"2",,,,"1574325369","1095",,"2019-11-21 16:36:09","2019-11-21 16:36:10"
"03d2e770f7e8b61f7ec99fc7ee60dddb","i3100002d605c0f5af82ee376537dd38d36",,"{""brand"":""OPPO"",""model"":""PBBT00""}","Android 8.1.0","2",,,,"1574336752","1055",,"2019-11-21 19:45:52","2019-11-21 19:45:53"
"03e07d77077f3661ce2f044178b85d7b","i3100135de3cccaf647c5be7271246c8dd6",,"{""brand"":""OPPO"",""model"":""PBEM00""}","Android 9","2",,,,"1574401540","1095",,"2019-11-22 13:45:40","2019-11-22 13:45:40"
"03e2658becad732b219bc78283eb7e5a","i3100129d66949a6c01e349c8e0cd5ed292",,"{""brand"":""iPhone"",""model"":""iPhone 8 Plus (GSM+CDMA)<iPhone10,2>""}","iOS 13.1.3","2",,,,"1574255951","1095",,"2019-11-20 21:19:11","2019-11-20 21:19:11"
"03ee42f23cd26b26210c1d032e2a77f9","i3100129dfb1a9cf026b5008a564f91f008",,"{""brand"":""iPhone"",""model"":""unknown<iPad7,5>""}","iOS 12.1.4","2",,,,"1574249496","1095",,"2019-11-20 19:31:36","2019-11-20 19:31:36"
"0401821c37421837329c50bfdd10151d","i3100135dac9cd531e3070446ee16589a97",,"{""brand"":""OPPO"",""model"":""R7Plusm""}","Android 5.1.1","2",,,,"1574401512","1095",,"2019-11-22 13:45:12","2019-11-22 13:45:12"
"04270599c535efc59aa549409ff95940","i3100002d3ac9dcaf0f2b1f0716f8ec4aef",,"{""brand"":""iPhone"",""model"":""iPhone XS Max China-exclusive<iPhone11,6>""}","iOS 13.1.3","2",,,,"1574413783","1089",,"2019-11-22 17:09:43","2019-11-22 17:09:43"
"042708eb29b802d99235d18c32538594","i3100129d0a09bdd24466f93ba69203bf11",,"{""brand"":""iPhone"",""model"":""unknown<iPad7,5>""}","iOS 13.1.3","2",,,,"1574336374","1095",,"2019-11-21 19:39:34","2019-11-21 19:39:35"
"042ce4d6a8fd72257f235a98a533237b","i3100129df6f8e94aa8c17764ec8479d81d",,"{""brand"":""iPhone"",""model"":""iPhone 7 Plus<iPhone9,4>""}","iOS 12.3.1","2",,,,"1574250419","1095",,"2019-11-20 19:47:00","2019-11-20 19:47:00"
"0451f405ac8e3ba99f71e68acb4d8f6b","i3100002d5c5dafd27ebce08ed4a4602c01",,"{""brand"":""iPhone"",""model"":""iPhone 8 Plus (GSM)<iPhone10,5>""}","iOS 13.1.3","2",,,,"1574340746","1089",,"2019-11-21 20:52:26","2019-11-21 20:52:27"
"045b8454340de2de49603992a083f681","i3100129d57c8b6a297dff43eafc2c7379e",,"{""brand"":""iPhone"",""model"":""iPad Air 2 (WiFi)<iPad5,3>""}","iOS 13.1.3","2",,,,"1574238061","1095",,"2019-11-20 16:21:01","2019-11-20 16:21:01"
"045e3e71913e672d9ede4bd40dad69cf","i3100129da24762cc23e14a164e37ac00c8",,"{""brand"":""iPhone"",""model"":""iPhone 6s Plus<iPhone8,2>""}","iOS 13.1.3","2",,,,"1574338591","1095",,"2019-11-21 20:16:31","2019-11-21 20:16:31"
"04a7914b16ab2dc526357dc58d1ad815","i3100002d89870f49ded8496caf6a61bb08",,"{""brand"":""iPhone"",""model"":""iPhone 6 Plus<iPhone7,1>""}","iOS 12.4.1","2",,,,"1574343500","1089",,"2019-11-21 21:38:20","2019-11-21 21:38:20"
"04b37d5db8d6bba34f836ef139ec7cf2","i3100129d87aef6e75033023bb8e98e75ba",,"{""brand"":""iPhone"",""model"":""iPhone 8 Plus (GSM+CDMA)<iPhone10,2>""}","iOS 12.4.1","2",,,,"1574347629","1095",,"2019-11-21 22:47:09","2019-11-21 22:47:09"
"04c4a27e4f66ee266dbb548d39e81b04","i3100129d7cb457d03caf7df2111170ec4e",,"{""brand"":""iPhone"",""model"":""iPhone 6<iPhone7,2>""}","iOS 11.1.2","2",,,,"1574246054","1095",,"2019-11-20 18:34:14","2019-11-20 18:34:15"
"04d29df9c18f2faad1142f2157ff1b36","i3100002d4a101fbf0404860ad759d4bf19",,"{""brand"":""HUAWEI"",""model"":""HUAWEI VNS-AL00""}","Android 6.0","2",,,,"1574396147","1089",,"2019-11-22 12:15:47","2019-11-22 12:15:47"
"04dc87074451a554afd2b56ace2a493b","i3100002d12f297a055e17743a3c9f2b028",,"{""brand"":""iPhone"",""model"":""iPhone 6<iPhone7,2>""}","iOS 11.4.1","2",,,,"1574323813","1089",,"2019-11-21 16:10:13","2019-11-21 16:10:13"
"04e0e89965f3f3730c0facfa5aa672d7","i3100002da29de290601d6a9c3b4bb93245",,"{""brand"":""vivo"",""model"":""vivo X6L""}","Android 5.1","2",,,,"1574401757","1089",,"2019-11-22 13:49:17","2019-11-22 13:49:17"
"04e4bf0a3e65c1217a34bbd1a0c9d162","i3100129d97b1705db18aab1cbd2d14cb21",,"{""brand"":""iPhone"",""model"":""iPhone 7<iPhone9,1>""}","iOS 11.4.1","2",,,,"1574336808","1095",,"2019-11-21 19:46:48","2019-11-21 19:46:48"
